,index,category,answer,question
5210,9212,geography,"1 of the 2 australian states with ""australia"" in their names",South Australia (or Western Australia)
5211,9213,geography,there are first-person accounts of this volcano's eruption in 1767 (as there had been in 79 a.d.),Vesuvius
5212,9214,geography,"staffordshire's chief river is the trent, & its largest city is this-""on-trent\""",Stoke
5213,9215,geography,"on 11/27/00 king harald v opened this country's laerdal highway tunnel, the world's longest at 15.2 miles",Norway
5214,9216,geography,these 2 republics united in 1964 to form tanzania,Tanganyika & Zanzibar
5215,9288,countries in other words,thanksgiving sleep inducer,Turkey
5216,9289,countries in other words,any porcelain ware,China
5217,9290,countries in other words,ms. o'keeffe or ms. frontiere,Georgia
5218,9291,countries in other words,pungent tapering pepper,Chile
5219,9292,countries in other words,pachyderm dentin seaside land,Ivory Coast
5220,9734,state facts,"only 3 cities in this state have more than 50,000 people--billings, missoula & great falls",Montana
5221,9735,state facts,"not surprisingly, it has the largest economy of any state, with the highest revenue & the highest expenditures",California
5222,9736,state facts,this state could use some crowd control: it's the most populous state in the midwest,Illinois
5223,9737,state facts,"the name of this state is spanish for ""colored red\""",Colorado
5224,9738,state facts,a bus boycott in this state in 1955 helped launch the civil rights movement,Alabama
5225,9907,state the tv state,"\""grey's anatomy\""",Washington
5226,9908,state the tv state,"\""laverne & shirley"", originally",Wisconsin
5227,9909,state the tv state,"\""friday night lights\""",Texas
5228,9910,state the tv state,"\""jericho\""",Kansas
5229,9911,state the tv state,"\""the wire\""",Maryland
5230,10429,museums,"boneshakers, velocipedes, & schwinns abound in a museum honoring this mode of transport",bicycles
5231,10430,museums,"the shrine of the book, which houses the dead sea scrolls, is a wing of this country's national museum",Israel
5232,10431,museums,"you might say this company's world of rubber in akron, ohio is one museum you'll never tire of",Goodyear
5233,10674,museums,the rijksmuseum is an art museum in this city,Amsterdam
5234,10675,museums,the museum of the american west in los angeles is part of the complex named for this singing cowboy,Gene Autry
5235,10676,museums,"in 1902 the egyptian museum moved from this ""pyramid"" city to nearby cairo",Giza
5236,10677,museums,ceremonial robes of these onetime highest venetian officials are displayed in venice's museo correr,the doges
5237,10678,museums,"last name of paleontologist richard, who was director of the national museums of kenya from 1968 to 1989",Leakey
5238,11128,island hopping,"on june14, 1982 argentine forces surrendered to british forces on these islands",the Falklands
5239,11129,island hopping,"the site of a major american naval victory over japan in june 1942, it's located 1,300 miles northwest of hawaii",Midway
5240,11130,island hopping,the faroe islands belong to this scandinavian country,Denmark
5241,11131,island hopping,this 147-square-mile island where queen victoria had a seaside home is just off the hampshire coast,the Isle of Wight
5242,11132,island hopping,it's how easter island is known in its indigenous language,Rapa Nui
5243,11200,state of the union,it's the third-largest u.s. state in area,California
5244,11201,state of the union,"heard weekly since 1925, this state's ""grand ole opry"" program is the longest-running live radio show in the u.s.",Tennessee
5245,11202,state of the union,"as of jan. 1, 2008, this pacific northwest state had the highest statewide minimum wage, $8.07 an hour",Washington
5246,11203,state of the union,a river in this state is named for the rappahannock tribe that john smith met in 1607,Virginia
5247,11204,state of the union,big pocono state park is found in this state,Pennsylvania
5248,11250,countries without their vowels,rq,Iraq
5249,11251,countries without their vowels,cb,Cuba
5250,11252,countries without their vowels,lgr,Algeria
5251,11253,countries without their vowels,tns,Tunisia
5252,11254,countries without their vowels,rmn,Romania
5253,11678,islands of the south pacific,"in 1862 peruvian slave raiders carried away about 1/3 of this chilean island's population, but not the big heads",Easter Island
5254,11679,islands of the south pacific,the isthmus of taravao separates the 2 sections that make up this largest french polynesian island,Tahiti
5255,11680,islands of the south pacific,"this island is named for the captain of the british whaler l'aigle, not the first mate of the pequod",Starbuck (Island)
5256,11681,islands of the south pacific,legend says that the god maui threw a fishhook into the sea from samoa & brought up this current island kingdom,Tonga
5257,11682,islands of the south pacific,"at 4,341 feet, mount victoria on viti levu is the tallest peak in this pacific archipelago",Fiji
5258,11692,country rhyme time,a cooling device from sapporo,a Japan fan
5259,11693,country rhyme time,a scandinavian entranceway,a Norway doorway
5260,11694,country rhyme time,filled tortilla food item from rabat,Morocco taco
5261,11695,country rhyme time,sheep wool in thessaloniki,Greece fleece
5262,11696,country rhyme time,a household task in a latitude zero country of south america,an Ecuador chore
5263,11857,geographical nicknames,"larry bird was called the ""hick from french lick""--this state was his home",Indiana
5264,11858,geographical nicknames,"william jennings bryan, the ""boy orator of the platte"", knew the platte primarily runs through this state",Nebraska
5265,11859,geographical nicknames,"brian mulroney, ""the boy from baie comeau"", grew up along the north banks of this river in quebec",St. Lawrence
5266,11860,geographical nicknames,"nicolae ceausescu was the ""butcher of"" this romanian city",Bucharest
5267,11861,geographical nicknames,"union gen. george henry thomas was known as the ""rock of chickamauga"", chickamauga being in this state",Georgia
5268,12269,states' highest points,jerimoth hill in providence county,Rhode Island
5269,12270,states' highest points,mount arvon on the upper peninsula,Michigan
5270,12271,states' highest points,"boundary peak, about 50 miles east of yosemite national park",Nevada
5271,12272,states' highest points,"eagle mountain, about 15 miles north of lake superior",Minnesota
5272,12273,states' highest points,"taum sauk mountain, convenient to the ozark trail",Missouri
5273,12414,state fish,"this state's official saltwater fish, the tarpon, can be found in the gulf of mexico & in the mobile estuary",Alabama
5274,12415,state fish,"a subspecies of cutthroat trout, the bonneville cutthroat is native to this state & is its state fish",Utah
5275,12416,state fish,"the reef triggerfish, this state's state fish, can be found as far south as australia",Hawaii
5276,12417,state fish,"maryland's state fish, the rockfish, is also known as the striped species of this",bass
5277,12418,state fish,florida's state saltwater fish is this game fish known for its raised dorsal fin & spear-like nose,a sailfish
5278,151,state flags,the 3 colors in common to the flags of ohio & tennessee,"red, white & blue"
5279,152,state flags,the great falls of this river flow on montana's flag,the Missouri River
5280,153,state flags,this roman goddess of agriculture holds a cornucopia on new jersey's state flag,Ceres
5281,154,state flags,"on utah's flag, the sego type of this flower symbolizes peace",the lily
5282,287,where ya been?,strolling through the national gallery of australia in this capital,Canberra
5283,288,where ya been?,climbing mount aconcagua in this western hemisphere mountain range,the Andes
5284,289,where ya been?,tracking my stocks on the hang seng index of this former crown colony's stock exchange,Hong Kong
5285,290,where ya been?,chopping down trees in moose jaw & saskatoon in this province,Saskatchewan
5286,291,where ya been?,carefully paddling down this congolese river that lends its name to a deadly virus,Ebola
5287,753,island chains,"before an 1867 sale, this island group was known as the catherine archipelago",the Aleutian Islands
5288,854,capital rivers,paris,the Seine
5289,855,capital rivers,baghdad,the Tigris
5290,856,capital rivers,rome,the Tiber
5291,857,capital rivers,vientiane,the Mekong
5292,858,capital rivers,bratislava,the Danube
